Balaji Parthasarathy	From the Cooperative to the Coercive: Digital Platforms and the Antinomies of CSCW.	2022	https://doi.org/10.1145/3500868.3559478
Anna Lenhart	When to Collect Sensitive Category Data? Public Sector Considerations For Balancing Privacy and Freedom from Discrimination in Automated Decision Systems.	2022	https://doi.org/10.1145/3500868.3559460
Anurata Prabha Hridi, Khawar Latif Khan, Aditya Ravikant Jadhav, Hossein Saedi, Saurabh Nanda, Leanne Serrao, Benjamin Watson	Exhibiting Evidence in Remote Courtrooms: Design and Usability Study.	2022	https://doi.org/10.1145/3500868.3559474
Hsuan-Jen Lee, Yu-Ling Chou, Jie Tsai, Yung-Ju Chang	This is Why I Like Them: Exploring the Perceived Appeal of Social Media Influencers vs. Traditional Mass Media.	2022	https://doi.org/10.1145/3500868.3559462
Chen-Chin Lin, Jian-Hua Jiang Chen, Rebecca Ping Yu, Wan-Yun Yu, Yung-Ju Chang	Screenshot Journey Auditor: A Tool to Support Analysis of Smartphone Media Consumption Journey Using Screenshot Data.	2022	https://doi.org/10.1145/3500868.3559456
Sarah Nikkhah, Akash Uday Rode, Priyanjali Mittal, Neha K. Kulkarni, Salonee Nadkarni, Emily L. Mueller, Andrew D. Miller	"""I feel like I need to split myself in half"": Using Role Theory to Design for Parents as Caregiving Teams in the Children's Hospital."	2022	https://doi.org/10.1145/3500868.3559466
Chowon Kang, Jong-Ok Hong, Wooje Chang, Hyeon-Jeong Suk, Hwajung Hong	Korean Emoticons: Understanding How Subtle Emotional Differences Are Evoked Online.	2022	https://doi.org/10.1145/3500868.3559463
Rudaiba Adnin, Sadia Afroz, Muhtasim Ulfat, Anindya Iqbal	A Hiring Story: Experiences of Employers in Hiring CS Graduates in Software Startups.	2022	https://doi.org/10.1145/3500868.3559440
Jiajing Guo	"Designing the ""Front"": An Overview of Profile Elements on Social Network Sites."	2022	https://doi.org/10.1145/3500868.3559464
Archana Narayanan, Erzhen Hu, Seongkook Heo	Enabling Remote Hand Guidance in Video Calls Using Directional Force Illusion.	2022	https://doi.org/10.1145/3500868.3559470
Taylor Stevens, Olga Gkountouna, Myeong Lee	Exploring Secondary Teachers' Needs and Values in Culturally Responsive Teaching.	2022	https://doi.org/10.1145/3500868.3559473
Qingxiaoyang Zhu, Yi-Chieh Lee, Hao-Chuan Wang	Action-a-Bot: Exploring Human-Chatbot Conversations for Actionable Instruction Giving and Following.	2022	https://doi.org/10.1145/3500868.3559476
Isha Datey, Hanan Khalid Aljasim, Douglas Zytko	Repurposing AI in Dating Apps to Augment Women's Strategies for Assessing Risk of Harm.	2022	https://doi.org/10.1145/3500868.3559472
Jonathan Chan, Douglas Zytko	An Online Memorial for Coping with Mass Shooting Tragedy by Combining Participatory Memory with Participatory Design of AI Use Cases.	2022	https://doi.org/10.1145/3500868.3559449
Kirsten Chapman, Melanie Klimes, Braden Wellman, Garrett Smith, Mainack Mondal, Staci Smith, Yunan Chen, Haijing Hao, Xinru Page	A Privacy Paradox? Impact of Privacy Concerns on Willingness to Disclose COVID-19 Health Status in the United States.	2022	https://doi.org/10.1145/3500868.3559471
Shreepriya Gonzalez Jimenez, Cécile Boulard, Clara Tuco, Romane Calleau	Designing Food Delivery Gig-platforms for Courier Needs: the Case of Batched Orders.	2022	https://doi.org/10.1145/3500868.3559452
Dipto Das, Bryan C. Semaan	Decolonial and Postcolonial Computing Research: A Scientometric Exploration.	2022	https://doi.org/10.1145/3500868.3559468
Angela Rodolico, Qingxiaoyang Zhu, Naomi Yamashita, Hao-Chuan Wang	Understanding the Effects of Profile Display in Multilingual Computer-Mediated Team Formation.	2022	https://doi.org/10.1145/3500868.3559458
Mamtaj Akter, Leena Alghamdi, Dylan Gillespie, Md. Nazmus Sakib Miazi, Jess Kropczynski, Heather Lipford, Pamela J. Wisniewski	CO-oPS: A Mobile App for Community Oversight of Privacy and Security.	2022	https://doi.org/10.1145/3500868.3559706
Leena Alghamdi, Mamtaj Akter, Cristobal Sepulveda Cardenas, Diego A. Cruces, Jason Wiese, Jess Kropczynski, Heather Lipford, Pamela J. Wisniewski	"Mi Casa es Su Casa (""MiSu""): A Mobile App for Sharing Smart Home Devices with People Outside The Home."	2022	https://doi.org/10.1145/3500868.3559709
James Simpson, Hamish Stening, Patrick Nalepka, Mark Dras, Erik D. Reichle, Simon Hosking, Christopher J. Best, Deborah Richards, Michael J. Richardson	DesertWoZ: A Wizard of Oz Environment to Support the Design of Collaborative Conversational Agents.	2022	https://doi.org/10.1145/3500868.3559711
Javier Arroyo, David Davó, Elena Martínez-Vicente, Youssef Faqir-Rhazoui, Samer Hassan	DAO-Analyzer: Exploring Activity and Participation in Blockchain Organizations.	2022	https://doi.org/10.1145/3500868.3559707
Ashwaq Alsoubai, Xavier V. Caddle, Ryan Doherty, Alexandra Taylor Koehler, Estefania Sanchez, Munmun De Choudhury, Pamela J. Wisniewski	MOSafely, Is that Sus? A Youth-Centric Online Risk Assessment Dashboard.	2022	https://doi.org/10.1145/3500868.3559710
Lika Haizhou Liu, Xi Lu, Richard Martinez, Dennis Wang, Fannie Liu, Andrés Monroy-Hernández, Daniel A. Epstein	Mindful Garden: Supporting Reflection on Biosignals in a Co-Located Augmented Reality Mindfulness Experience.	2022	https://doi.org/10.1145/3500868.3559708
Douglas Zytko, Jane Im, Jonathan Zong	Consent: A Research and Design Lens for Human-Computer Interaction.	2022	https://doi.org/10.1145/3500868.3561201
Sarah Elizabeth Fox, Daniel Marcus Greene, Karen Gregory, Mohammad Hossein Jarrahi, Vera D. Khovanskaya	Reconsidering Accountability in the Present and Future of Work.	2022	https://doi.org/10.1145/3500868.3564595
Morgan Klaus Scheuerman	Envisioning Identity: The Social Production of Human-Centric Computer Vision Systems.	2022	https://doi.org/10.1145/3500868.3561396
Soya Park	Systems for Socially-Challenging Information Management.	2022	https://doi.org/10.1145/3500868.3561400
Jalehsadat Mahdavimoghaddam	The Utility of Social Media in Understanding the Future of Work.	2022	https://doi.org/10.1145/3500868.3561397
Katharina Kloppenborg	Peer-Producing a Common Knowledge Resource for Personal Science.	2022	https://doi.org/10.1145/3500868.3561403
Olivia K. Richards	Understanding and Designing Technologies for Family Health Routines: Supporting Children in the Digital Age.	2022	https://doi.org/10.1145/3500868.3561401
Kaylea Champion	Sociotechnical Risk in Sustaining Digital Infrastructure.	2022	https://doi.org/10.1145/3500868.3561406
Arianna Boldi	About the Blurring of Work and Play: Organizational Dynamics Emerging in a First-Person Shooter Videogame.	2022	https://doi.org/10.1145/3500868.3561398
Farnaz Jahanbakhsh	Putting Users in Control of Social Platforms for Better Content Credibility.	2022	https://doi.org/10.1145/3500868.3561399
Tessa Eagle	Exploring Collective Medical Knowledge and Tensions in Online ADHD Communities.	2022	https://doi.org/10.1145/3500868.3561402
Subhasree Sengupta	Envisioning Digital Sanctuaries: An Exploration of Virtual Collectives for Nurturing Professional Development of Women in Technical Domains.	2022	https://doi.org/10.1145/3500868.3561405
Rebecca M. Jonas	Addressing Digital Divides in Rural Appalachia with Digital Literacy Education.	2022	https://doi.org/10.1145/3500868.3561404
Qingxiaoyang Zhu	Bridging Actionability Gap in Online How-To Instruction-Following Through Human-Chatbot Interaction.	2022	https://doi.org/10.1145/3500868.3561407
Dilisha Patel, Sachin R. Pendse, Munmun De Choudhury, Sarah Dsane, Kaylee Payne Kruzan, Neha Kumar, Aneesha Singh, Mark Warner	Information-Seeking, Finding Identity: Exploring the Role of Online Health Information in Illness Experience.	2022	https://doi.org/10.1145/3500868.3560483
Esther Han Beol Jang, Nicola J. Bidwell, Jen Liu, Phoebe Sengers, Naveen Bagalkot, Nervo Verdezoto, Melissa Densmore, Morgan Vigil-Hayes, Shaddi Hasan	Situating Network Infrastructure with People, Practices, and Beyond: A Community Building Workshop.	2022	https://doi.org/10.1145/3500868.3560716
Hanlin Li, Leah Ajmani, Moyan Zhou, Nicholas Vincent, Sohyeon Hwang, Tiziano Piccardi, Sneha Narayan, Sherae Daniel, Veniamin Veselovsky	Ethical Tensions, Norms, and Directions in the Extraction of Online Volunteer Work.	2022	https://doi.org/10.1145/3500868.3560923
Joel Chan, Wayne G. Lutters, Jodi Schneider, Karola Kirsanow, Sílvia Bessa, Jonny L. Saunders	Growing New Scholarly Communication Infrastructures for Sharing, Reusing, and Synthesizing Knowledge.	2022	https://doi.org/10.1145/3500868.3559398
Logan Stapleton, Devansh Saxena, Anna Kawakami, Tonya Nguyen, Asbjørn Ammitzbøll Flügge, Motahhare Eslami, Naja L. Holten Møller, Min Kyung Lee, Shion Guha, Kenneth Holstein, Haiyi Zhu	"Who Has an Interest in ""Public Interest Technology""?: Critical Questions for Working with Local Governments & Impacted Communities."	2022	https://doi.org/10.1145/3500868.3560484
Linda Huber, Pedro Reynolds-Cuéllar, EunJeong Cheon, P. M. Krafft, Christoph Becker, Danny Spitzberg, Aakash Gautam, Margaret Hughes, Alex A. Ahmed	Solidarity and Disruption Collective Organizing In Computing II.	2022	https://doi.org/10.1145/3500868.3559399
